domain,num_aaaa_fail,rate_all,num_aaaa_all,num_aaaa_success,rate_aaaa_fail
d3-magic.static.yximgs.com,1,0.00%,2,1,50.00%
d1-reco.a.kwimgs.com,1,0.00%,2,1,50.00%
d1-yoda.a.kwimgs.com,1,0.00%,2,1,50.00%
d3-ec.a.kwimgs.com,1,0.00%,2,1,50.00%
d3-push.static.yximgs.com,1,0.00%,2,1,50.00%
js.a.kspkg.com,1,0.00%,2,1,50.00%
static.inkuai.com,1,0.00%,2,1,50.00%
v1-dwkvod.kwaicdn.com,1,0.00%,2,1,50.00%
v1-vod.kwaicdn.com,1,0.00%,2,1,50.00%
v2-cty01.kwaicdn.com,1,0.00%,2,1,50.00%
v2-cty03.kwaicdn.com,1,0.00%,2,1,50.00%
v2-cty05.kwaicdn.com,1,0.00%,2,1,50.00%
v2-vod.kwaicdn.com,1,0.00%,2,1,50.00%
v3-vod.kwaicdn.com,1,0.00%,2,1,50.00%
v5-skvod.kwaicdn.com,1,0.00%,2,1,50.00%
v6.kwaicdn.com,1,0.00%,2,1,50.00%
ws-p2p.pull.yximgs.com,1,0.00%,2,1,50.00%
wwW.VOd.lxdNs.Com,1,0.00%,2,1,50.00%
112-50-95-241.volcsiriusbd.com,1,0.00%,1,0,100.00%
api-skytone-4-drcn.cloud.dbankcloud.cn,1,0.00%,1,0,100.00%
pro.lawnbuddy.com,1,0.00%,1,0,100.00%
sec-nas.vulgraph.net,1,0.00%,1,0,100.00%
dcdnhub.dcdn.sandai.net,1,0.00%,1,0,100.00%
retracker.bashtel.ru,1,0.00%,1,0,100.00%
rp.m.v6.shub.sandai.net,1,0.00%,1,0,100.00%
torrentsmd.eu,1,0.00%,1,0,100.00%
tracker.city9x.com,1,0.00%,1,0,100.00%
retracker.omsk.ru,1,0.00%,1,0,100.00%
tracker.tfile.me,1,0.00%,1,0,100.00%
tj-ctfs.ftn.qq.com,1,0.00%,1,0,100.00%
d.sfsdx.com,1,0.00%,1,0,100.00%
user.haimianbaobao.tk,1,0.00%,1,0,100.00%
jiagu.treechoi.ml,1,0.00%,1,0,100.00%
pbmtc-aspho-2019.busyconf.com,1,0.00%,1,0,100.00%
philippe-meyer-architecte.divisare.pro,1,0.00%,1,0,100.00%
rije.herokuapp.com,1,0.00%,1,0,100.00%
mynikonworld2.nikonlenswear.co.uk,1,0.00%,1,0,100.00%
am-0.moevideo.biz,1,0.00%,1,0,100.00%
dcc.shuzilm.cn,1,0.00%,1,0,100.00%
daa.shuzilm.cn,1,0.00%,1,0,100.00%
darmstadt.heimatschatz.de,1,0.00%,1,0,100.00%
mail.igrpanel.tk,1,0.00%,1,0,100.00%
mail.inewphowinlafur.tk,1,0.00%,1,0,100.00%
ie01.ingress.herokuapp.com,1,0.00%,1,0,100.00%
519d06b954abbf4331b854c76c54a450.safeframe.googlesyndication.com,1,0.00%,1,0,100.00%
tx.lnk0.com,1,0.00%,1,0,100.00%
nvkfkpsp2pyh1bj9bwcv79lsm66x0l1t.aliyundunwaf.com,1,0.00%,1,0,100.00%
bkzhj.ucas.ac.cn,1,0.00%,1,0,100.00%
jwjz.ucas.ac.cn,1,0.00%,1,0,100.00%
cLiEntlOGVodp2P.HAplaT.nEt,1,0.00%,1,0,100.00%
mAMbAP2pvODH5.8686C.coM,1,0.00%,1,0,100.00%
TrAnsit1.wsLOG.ChInAneTCeNteR.COM,1,0.00%,1,0,100.00%
q92jhm5q0dgjn597mcsab12d6c8r1lropc04rbjbqk06d7bb03nvvfdq.qc.x.bsgslb.cn,1,0.00%,1,0,100.00%
private.codecogs.com,1,0.00%,1,0,100.00%
v.kdsvp.qq.com,1,0.00%,1,0,100.00%
cota-global.magicui.hihonorcloud.com,1,0.00%,1,0,100.00%
first4solar.co.uk,1,0.00%,1,0,100.00%
mail.seobatch139.cf,1,0.00%,1,0,100.00%
pgy-std02.oray.net,1,0.00%,1,0,100.00%
pgysle-client02.oray.net,1,0.00%,1,0,100.00%
packages.crunchbangplusplus.org,1,0.00%,1,0,100.00%
bbsld2iu-my.sharepoint.com,1,0.00%,1,0,100.00%
www.tgbak.com,1,0.00%,1,0,100.00%
tracker.christianbro.pw,1,0.00%,1,0,100.00%
tracker.edoardocolombo.eu,1,0.00%,1,0,100.00%
tracker.doko.moe,1,0.00%,1,0,100.00%
tracker.safe.moe,1,0.00%,1,0,100.00%
cfdc.91p52.com,1,0.00%,1,0,100.00%
media.aiailah.com,1,0.00%,1,0,100.00%
media.aalah.me,1,0.00%,1,0,100.00%
ulfbrueggemann.no-ip.org,1,0.00%,1,0,100.00%
tracker2.christianbro.pw,1,0.00%,1,0,100.00%
1608234671.D4EE071FA772.device.hiwifi.com,1,0.00%,1,0,100.00%
1608234692.D4EE071FA772.device.hiwifi.com,1,0.00%,1,0,100.00%
cn-legal.battlenet.com.cn,1,0.00%,1,0,100.00%
smtpdm.aliyun.com.gds.alibabadns.com,1,0.00%,1,0,100.00%
salesforce1andriod.herokuapp.com,1,0.00%,1,0,100.00%
sportradarserving.com,1,0.00%,1,0,100.00%
u.ipw.metadsp.co.uk,1,0.00%,1,0,100.00%
www.thirdparty.com,1,0.00%,1,0,100.00%
fuckwenku8.herokuapp.com,1,0.00%,1,0,100.00%
d422.upstore.net,1,0.00%,1,0,100.00%
ebrualoglu.co.uk,1,0.00%,1,0,100.00%
mail.cryptosweethearts.com,1,0.00%,1,0,100.00%
jp30.graniterapids.com,1,0.00%,1,0,100.00%
ckjelite.classic.kicksite.net,1,0.00%,1,0,100.00%
mail.cisitaronseagy.cf,1,0.00%,1,0,100.00%
decotv.rockpie.com,1,0.00%,1,0,100.00%
hw.pull.yximgs.com,1,0.00%,2,1,50.00%
developer.n.shifen.com,1,0.00%,4,3,25.00%
info.logiworldllc.com,1,0.00%,1,0,100.00%
hyapi01.ino.qq.com,1,0.00%,1,0,100.00%
ipv4.lookup.test-ipv6.com,1,0.00%,1,0,100.00%
www.alibabacloud.com,1,0.00%,1,0,100.00%
app.huawei.com,1,0.00%,1,0,100.00%
probably.xz246.com,1,0.00%,1,0,100.00%
you.rivandworld.com,1,0.00%,1,0,100.00%
carefully.ab0u.com,1,0.00%,1,0,100.00%
mscrl.microsoft.com,1,0.00%,1,0,100.00%
ntp7.aliyun.com,1,0.00%,1,0,100.00%
webzj-v6.netstatic.net,1,0.00%,2,1,50.00%
box.jomodns.com,1,0.00%,6,5,16.67%
dyn.ithome.com,1,0.00%,2,1,50.00%
pdsprod-deploy-mq-prod.us-west-2.elasticbeanstalk.com,1,0.00%,1,0,100.00%
api.infinitynewtab.com,1,0.00%,1,0,100.00%
ws.infinitynewtab.com,1,0.00%,1,0,100.00%
waws-prod-dm1-055.cloudapp.net,1,0.00%,1,0,100.00%
asstefil.com.br,1,0.00%,1,0,100.00%
uz91nooversea.v.bsgslb.com,1,0.00%,2,1,50.00%
1608227390.D4EE071FA772.device.hiwifi.com,1,0.00%,1,0,100.00%
hk.dd100.ga,1,0.00%,1,0,100.00%
be917e9f-736e-4f7a-94f4-3c69621330a4.booqable.shop,1,0.00%,1,0,100.00%
linuxmirrors.ir,1,0.00%,1,0,100.00%
mirror.earthlink.iq,1,0.00%,1,0,100.00%
repo.ugm.ac.id,1,0.00%,1,0,100.00%
epel.scopesky.iq,1,0.00%,1,0,100.00%
epel.mirror.angkasa.id,1,0.00%,1,0,100.00%
mirror01.idc.hinet.net,1,0.00%,2,1,50.00%
mirror.vinahost.vn,1,0.00%,1,0,100.00%
harridayskarate.kicksite.net,1,0.00%,1,0,100.00%
a3nafy.vfra.dscew.ml,1,0.00%,1,0,100.00%
servicediscovery.awsmcafeeccs.mcafee.com,1,0.00%,2,1,50.00%
dealers.backofficeapps.com,1,0.00%,1,0,100.00%
blob.dz5prdstr15a.store.core.windows.net,1,0.00%,1,0,100.00%
you.conncoll.edu,1,0.00%,1,0,100.00%
covid-19.mitpress.mit.edu,1,0.00%,1,0,100.00%
vghubb.herokuapp.com,1,0.00%,1,0,100.00%
avatar.ithome.com,1,0.00%,2,1,50.00%
hc6.app.lmpm.com,1,0.00%,1,0,100.00%
sns-img-qc.xhscdn.com,1,0.00%,2,1,50.00%
k8s-sentryk8-sentryre-65b18f85a4-1587643516.ca-central-1.elb.amazonaws.com,1,0.00%,1,0,100.00%
i-chi01p-cor002.api.p001.1drv.com,1,0.00%,1,0,100.00%
msite.baidu.com,1,0.00%,1,0,100.00%
egakat.linuxpl.info,1,0.00%,1,0,100.00%
1608227446.D4EE071FA772.device.hiwifi.com,1,0.00%,1,0,100.00%
sync.bumlam.com,1,0.00%,1,0,100.00%
app1.urano4web.com,1,0.00%,1,0,100.00%
blob.bn6prdstr20a.store.core.windows.net,1,0.00%,1,0,100.00%
a2plvcpnl280622.prod.iad2.secureserver.net,1,0.00%,1,0,100.00%
direwolf-c7c0a789ca.herokuapp.com,1,0.00%,1,0,100.00%
liq3.herokuapp.com,1,0.00%,1,0,100.00%
n-dalogup.tplinkcloud.com.cn,1,0.00%,1,0,100.00%
o143679.ingest.sentry.io,1,0.00%,1,0,100.00%
fintigo.creditar.io,1,0.00%,1,0,100.00%
dc-api.adobe.io,1,0.00%,1,0,100.00%
csdkapi-policy.adobe.com,1,0.00%,2,1,50.00%
osiprod-eus2-coffee-000.eastus2.cloudapp.azure.com,1,0.00%,1,0,100.00%
imgcache.gtimg.cn.sched.legopic1.tdnsv6.com,1,0.00%,1,0,100.00%
e2c44.gcp.gvt2.com,1,0.00%,1,0,100.00%
i.pr-1445.quiltt.dev,1,0.00%,1,0,100.00%
wlimg10.360buyimg.com,1,0.00%,1,0,100.00%
dzgc.xsyu.edu.cn,1,0.00%,1,0,100.00%
contacts-eu.globenewswire.com,1,0.00%,1,0,100.00%
b.sogou.com,1,0.00%,1,0,100.00%
baike.sogou.com,1,0.00%,1,0,100.00%
mingyi.sogou.com,1,0.00%,1,0,100.00%
zhishi.sogou.com,1,0.00%,1,0,100.00%
s.account.sogoucdn.com,1,0.00%,1,0,100.00%
douban.fm,1,0.00%,1,0,100.00%
www.yhd.com,1,0.00%,1,0,100.00%
www.yinyuetai.com,1,0.00%,1,0,100.00%
www.fang.com,1,0.00%,1,0,100.00%
www.lvmama.com,1,0.00%,1,0,100.00%
www.tmall.com,1,0.00%,2,1,50.00%
www.tuniu.com,1,0.00%,1,0,100.00%
xs.sogou.com,1,0.00%,1,0,100.00%
ai.taobao.com,1,0.00%,1,0,100.00%
service.cnki.net,1,0.00%,1,0,100.00%
help.cnki.net,1,0.00%,1,0,100.00%
api.devopsclub.cn,1,0.00%,1,0,100.00%
apps.itunes-nocookie.com,1,0.00%,1,0,100.00%
1l7usz58.sched.pddlego-dk.tdnsstic1.cn,1,0.00%,2,1,50.00%
wxa.wxs.qq.com.sched.legopic1-dk.tdnsv6.com,1,0.00%,2,1,50.00%
e7248.dsce9.akamaiedge.net,1,0.00%,3,2,33.33%
weico.api.weibo.cn,1,0.00%,4,3,25.00%
book.pared.com,1,0.00%,1,0,100.00%
im-drcn-platform-dbankcloud-cn-drcn.appacc-region.dbankedge.net,1,0.00%,1,0,100.00%
r4.sn-ni5een7z.gvt1.com,1,0.00%,1,0,100.00%
ogs.google.com.hk,1,0.00%,2,1,50.00%
nr.cg.163.com,1,0.00%,1,0,100.00%
viewreport-ipc.mercuryclouds.com.cn,1,0.00%,1,0,100.00%
almdown-ipc.mercuryclouds.com.cn,1,0.00%,1,0,100.00%
1608227472.D4EE071FA772.device.hiwifi.com,1,0.00%,1,0,100.00%
webmail.travelminds.site,1,0.00%,1,0,100.00%
v3.duo1.promey.art,1,0.00%,1,0,100.00%
prod.ols.live.com.akadns.net,1,0.00%,1,0,100.00%
d2g15hp0vtnk4i.cloudfront.net,1,0.00%,1,0,100.00%
galerie.wildwoodhearts.de,1,0.00%,1,0,100.00%
singlepass-374792989049-client-data.s3.amazonaws.com,1,0.00%,1,0,100.00%
jp28.graniterapids.com,1,0.00%,1,0,100.00%
et2-na61-na62.wagbridge.alibaba.tanx.com.gds.alibabadns.com,1,0.00%,1,0,100.00%
static-cdn.jiaoyimao.com.w.alikunlun.com,1,0.00%,1,0,100.00%
ude-yxhn.aligames.com,1,0.00%,1,0,100.00%
usdpdown.game.uodoo.com.w.alikunlun.com,1,0.00%,1,0,100.00%
tls-cloud-cname.dingtalk.com,1,0.00%,1,0,100.00%
crl.akamai.certum.pl,1,0.00%,2,1,50.00%
static.jiaoyimao.com.w.alikunlun.net,1,0.00%,1,0,100.00%
cdn.aligames.com.w.alikunlun.com,1,0.00%,1,0,100.00%
china.cdp.internal.unity3d.com,1,0.00%,1,0,100.00%
hwa.douyucdn2.cn,1,0.00%,2,1,50.00%
w1uzyjxn.dayugslb.com,1,0.00%,1,0,100.00%
gv1.xdrig.com.td.fusion.iaas.jdcloud.com.jcloudlb.com,1,0.00%,1,0,100.00%
p42-caldav.icloud.com,1,0.00%,2,1,50.00%
p66-caldav.icloud.com,1,0.00%,2,1,50.00%
rs9.qq.com,1,0.00%,1,0,100.00%
p3.music.126.net.bsclink.cn,1,0.00%,2,1,50.00%
rs8.qq.com,1,0.00%,1,0,100.00%
e9959.dsce9.akamaiedge.net,1,0.00%,2,1,50.00%
17.ultralab.club,1,0.00%,1,0,100.00%
plugin.sowise.cn,1,0.00%,1,0,100.00%
dbeaver.io,1,0.00%,1,0,100.00%
alb-jdsnebi3mkopuq5bxf.cn-hangzhou.alb.aliyuncs.com,1,0.00%,1,0,100.00%
a2ga48yn.sched.d0.tdnsdp1.cn,1,0.00%,1,0,100.00%
api.xiaoheihe.cn,1,0.00%,1,0,100.00%
vdn5.vzuu.com.cdn.dnsv1.com,1,0.00%,3,2,33.33%
vdn6.vzuu.com.v1.ksydns.com,1,0.00%,2,1,50.00%
vdn6.vzuu.com.cdn.dnsv1.com.cn,1,0.00%,3,2,33.33%
messaging.zhihu.com,1,0.00%,1,0,100.00%
www.microsoftstore.com.cn,1,0.00%,1,0,100.00%
front-gw.aunapi.com,1,0.00%,1,0,100.00%
optionsservice-prod-southeastasia-a.cloudapp.net,1,0.00%,1,0,100.00%
a-tr-skysc-jpwe-01.japanwest.cloudapp.azure.com,1,0.00%,1,0,100.00%
b-flightproxy-jpea-01-skype.cloudapp.net,1,0.00%,1,0,100.00%
q.maxjia.com,1,0.00%,1,0,100.00%
ocx.umeng.com,1,0.00%,1,0,100.00%
3lp4h0gt.sched.sma.tdnsstic1.cn,1,0.00%,1,0,100.00%
3lp4h0gt.sched.sma.tdnsstic1.cn.cjt.krcdn.idatacube.com,1,0.00%,1,0,100.00%
djzphop2.sched.sma.tdnsstic1.cn.cjt.krcdn.idatacube.com,1,0.00%,1,0,100.00%
wp-test.baileyshorsefeeds.co.uk,1,0.00%,1,0,100.00%
mail.jobstuffs.tk,1,0.00%,1,0,100.00%
jenpaulson.realscout.me,1,0.00%,1,0,100.00%
bajastore.com.mx,1,0.00%,1,0,100.00%
api.spheric.gg,1,0.00%,1,0,100.00%
eapps.easternhops.com,1,0.00%,1,0,100.00%
mail22.pension.gov.ae,1,0.00%,1,0,100.00%
mail11.pension.gov.ae,1,0.00%,1,0,100.00%
maildr.pension.gov.ae,1,0.00%,1,0,100.00%
web.stg.viasanabolivia.com,1,0.00%,1,0,100.00%
blade4.singapore-rack405.nodes.gen4.ninja,1,0.00%,1,0,100.00%
mail.toplines72.cf,1,0.00%,1,0,100.00%
1610401921.D4EE073396E8.device.hiwifi.com,1,0.00%,1,0,100.00%
1610401958.D4EE073396E8.device.hiwifi.com,1,0.00%,1,0,100.00%
s.cpro.baidu.com,1,0.00%,1,0,100.00%
k128-mzstatic-fclouddns.gslb.new.fclouddns.net,1,0.00%,1,0,100.00%
d231vab146qzfb.cloudfront.net,1,0.00%,2,1,50.00%
in-live.live.eks.hotjar.com,1,0.00%,1,0,100.00%
prod.disqus.map.fastlylb.net,1,0.00%,1,0,100.00%
translate.google.fr,1,0.00%,4,3,25.00%
idp.zju.edu.cn,1,0.00%,1,0,100.00%
e2cs40.gcp.gvt2.com,1,0.00%,1,0,100.00%
m.ddznpt.ga,1,0.00%,1,0,100.00%
cdn.ynuf.aliapp.org.w.alikunlun.com,1,0.00%,4,3,25.00%
fullscreen-detail.alicdn.com.danuoyi.tbcache.com,1,0.00%,4,3,25.00%
e2cs32.gcp.gvt2.com,1,0.00%,1,0,100.00%
warehouse-camo.ingress.cmh1.psfhosted.org,1,0.00%,1,0,100.00%
funimg.pddpic.com.cdn.dnsv1.com,1,0.00%,2,1,50.00%
funimg.pddpic.com.sched.pddlego-dk.tdnsstic1.cn.cjt.krcdn.idatacube.com,1,0.00%,2,1,50.00%
secure.zwift.com,1,0.00%,1,0,100.00%
mailh3.message.cmbchina.com,1,0.00%,1,0,100.00%
mailn2sz.message.cmbchina.com,1,0.00%,1,0,100.00%
presscache.ccs.neu.edu,1,0.00%,1,0,100.00%
direwolf-09ddf6900a.herokuapp.com,1,0.00%,1,0,100.00%
cpanel.szichikenindex.cf,1,0.00%,1,0,100.00%
icloud.la.tenbyte.tk,1,0.00%,1,0,100.00%
api2.pushdeer.com,1,0.00%,1,0,100.00%
welcome.variety.lesson.ml,1,0.00%,1,0,100.00%
writersradio.amsnetwork.ca,1,0.00%,1,0,100.00%
ochre.wearecast.org.uk,1,0.00%,1,0,100.00%
q4radrt439.tsfh.ga,1,0.00%,1,0,100.00%
nodestore.logitech.io,1,0.00%,1,0,100.00%
e2c39.gcp.gvt2.com,1,0.00%,1,0,100.00%
i.guancha.cn,1,0.00%,2,1,50.00%
i.tq121.com.cn,1,0.00%,1,0,100.00%
pic.weather.com.cn,1,0.00%,1,0,100.00%
i.weather.com.cn,1,0.00%,1,0,100.00%
wgeo.weather.com.cn,1,0.00%,1,0,100.00%
client.uu.me,1,0.00%,1,0,100.00%
logbak.hicloud.com,1,0.00%,1,0,100.00%
web-seminare.beton-webakademie.36chambers.de,1,0.00%,1,0,100.00%
app.myzaker.com.w.kunlungr.com,1,0.00%,1,0,100.00%
syz.phic.org.cn,1,0.00%,1,0,100.00%
static.pddpic.com,1,0.00%,2,1,50.00%
img.pddpic.com,1,0.00%,2,1,50.00%
th.yangkeduo.com,1,0.00%,1,0,100.00%
avatar2-1.pddpic.com,1,0.00%,2,1,50.00%
video-snapshot.pddpic.com,1,0.00%,2,1,50.00%
transfer.ceping.com,1,0.00%,1,0,100.00%
stcms.beisen.com,1,0.00%,1,0,100.00%
image.dayi.org.cn,1,0.00%,1,0,100.00%
eo.dbpedia.org,1,0.00%,1,0,100.00%
bleisure.ba.com,1,0.00%,1,0,100.00%
rgmb.classic.kicksite.net,1,0.00%,1,0,100.00%
cbwh5s4.i3zmbs.com,1,0.00%,1,0,100.00%
activation.unity.cn,1,0.00%,1,0,100.00%
23-92-30-53.3f5ffcbecff340969874c9eb90a37eeb.plex.direct,1,0.00%,1,0,100.00%
1610057041.D4EE073C2A20.device.hiwifi.com,1,0.00%,1,0,100.00%
1610057067.D4EE073C2A20.device.hiwifi.com,1,0.00%,1,0,100.00%
mail.foodbeauty.ga,1,0.00%,1,0,100.00%
architectsnearme.co.uk,1,0.00%,1,0,100.00%
1610057093.D4EE073C2A20.device.hiwifi.com,1,0.00%,1,0,100.00%
saludloprado.xpyri-staging.com,1,0.00%,1,0,100.00%
ilofeudo.com.ar,1,0.00%,1,0,100.00%
pgysle-client-adv02.oray.net,1,0.00%,1,0,100.00%
cryptoworld.co.uk,1,0.00%,1,0,100.00%
swcdn.apple.com.w.alikunlun.com,1,0.00%,1,0,100.00%
thetravelvine.picfair.com,1,0.00%,1,0,100.00%
stinmmtn.vivo.com.cn,1,0.00%,1,0,100.00%
picasso-static.xiaohongshu.com,1,0.00%,2,1,50.00%
jw.ucas.ac.cn,1,0.00%,1,0,100.00%
assistant.ceping.com,1,0.00%,1,0,100.00%
transfer-hw.ceping.com,1,0.00%,1,0,100.00%
task.ac.cn,1,0.00%,1,0,100.00%
app-support.blackmagicdesign.com,1,0.00%,1,0,100.00%
de4.videofile.me,1,0.00%,1,0,100.00%
dev.livebeaches.com,1,0.00%,1,0,100.00%
ingest.perchsecurity.com,1,0.00%,1,0,100.00%
staging.app.bloomfarming.com,1,0.00%,1,0,100.00%
mx25.xmvmess.com,1,0.00%,1,0,100.00%
ns3.dfn.de,1,0.00%,1,0,100.00%
deneb.dfn.de,1,0.00%,1,0,100.00%
tamasi.pizzakaravan.hu,1,0.00%,1,0,100.00%
mail.checkthewarehouze.ml,1,0.00%,1,0,100.00%
iceoiw.ni56es2qy.gq,1,0.00%,1,0,100.00%
new.em-acplumbing.com,1,0.00%,1,0,100.00%
staging.app.trackgo.com,1,0.00%,1,0,100.00%
yr.easyfly.tk,1,0.00%,1,0,100.00%
sla-bac.nutrislice.com,1,0.00%,1,0,100.00%
gracieunitedhancock.classic.kicksite.net,1,0.00%,1,0,100.00%
obs.lz02-br-inet.cn-east-3.myhuaweicloud.cn,1,0.00%,1,0,100.00%
explorer.sharemyworks.com,1,0.00%,1,0,100.00%
learn.derose.app,1,0.00%,1,0,100.00%
staging.globusjourneys.in,1,0.00%,1,0,100.00%
m.o4aac.ga,1,0.00%,1,0,100.00%
ddns.oray.com,1,0.00%,1,0,100.00%
slp2p-east-std1054.oray.net,1,0.00%,1,0,100.00%
data.uniontech.com,1,0.00%,1,0,100.00%
juhacqev.sched.sma.tdnsstic1.cn,1,0.00%,1,0,100.00%
tianshu.gtimg.cn.legodlied1-dk.sched.dcloudstc.com,1,0.00%,2,1,50.00%
im1.hicloud.com,1,0.00%,1,0,100.00%
dps-drcn.jos.dbankcloud.cn,1,0.00%,1,0,100.00%
t.91tianlu.pw,1,0.00%,1,0,100.00%
acp.zh.cmbchina.com,1,0.00%,1,0,100.00%
pub-api-gateway.paas.cmbchina.com,1,0.00%,1,0,100.00%
img.biquge-app.com,1,0.00%,1,0,100.00%
1099ddb.vfra.dscew.ml,1,0.00%,1,0,100.00%
reflections.repeatmd.com,1,0.00%,1,0,100.00%
a24-66.akam.net,1,0.00%,1,0,100.00%
eyktkpzypweq.exitlist.co,1,0.00%,1,0,100.00%
cpanel.magnasoftbim.com,1,0.00%,1,0,100.00%
paris.trial.paladinsoftware.com,1,0.00%,1,0,100.00%
rttf.citrix.com,1,0.00%,1,0,100.00%
test.quantcast.mgr.consensu.org,1,0.00%,2,1,50.00%
httplogserver-lb.global.unified-prod.sharethis.net,1,0.00%,1,0,100.00%
px-eu.adhigh.net,1,0.00%,1,0,100.00%
creativecdn.com,1,0.00%,1,0,100.00%
elb-aws-jp-adizio-1511153879.ap-northeast-1.elb.amazonaws.com,1,0.00%,1,0,100.00%
spug-sgc.pubmnet.com,1,0.00%,1,0,100.00%
x01.aidata.io,1,0.00%,1,0,100.00%
d1jm6n7utzqv3r.cloudfront.cn,1,0.00%,1,0,100.00%
1.cpm.ak-is2.net,1,0.00%,1,0,100.00%
jddriving.theorytestpro.co.uk,1,0.00%,1,0,100.00%
m.npdfr1.ga,1,0.00%,1,0,100.00%
meeting.kdocs.cn,1,0.00%,1,0,100.00%
wenk.ios.wpscdn.cn,1,0.00%,2,1,50.00%
8uof.herokuapp.com,1,0.00%,1,0,100.00%
perfops-3-v4.stackpath.com,1,0.00%,1,0,100.00%
vodstreaming.video.globo.com,1,0.00%,1,0,100.00%
2022.acmmm.org,1,0.00%,1,0,100.00%
tw14.virtual-strike.com,1,0.00%,1,0,100.00%
event.xiaohongshu.com,1,0.00%,1,0,100.00%
m.igame.163.com,1,0.00%,1,0,100.00%
s3gw.cmbchina.com,1,0.00%,1,0,100.00%
www.bohuitalent.com,1,0.00%,1,0,100.00%
api.g.micloud.xiaomi.net,1,0.00%,1,0,100.00%
tz.sec.xiaomi.com,1,0.00%,1,0,100.00%
stats.credly.com,1,0.00%,1,0,100.00%
vl.dt-autoopt.ru,1,0.00%,1,0,100.00%
hoots.co.uk,1,0.00%,1,0,100.00%
annemills.foxbyte.uk,1,0.00%,1,0,100.00%
jp-ntt-2.nodeok.icu,1,0.00%,1,0,100.00%
2018.hackthefuture.be,1,0.00%,1,0,100.00%
mail.inpuracithu.ga,1,0.00%,1,0,100.00%
eecs-haproxy-vip.eecs.berkeley.edu,1,0.00%,1,0,100.00%
valisimofashions.com,1,0.00%,1,0,100.00%
16fpjqhi.sched.d0.tdnsdp1.cn,1,0.00%,1,0,100.00%
32x7bcvl.sched.d0.tdnsdp1.cn,1,0.00%,1,0,100.00%
nd4gdvse.sched.d0.tdnsdp1.cn,1,0.00%,1,0,100.00%
p0.itc.cn,1,0.00%,5,4,20.00%
ali-bj-pcdn-14.biliapi.net,1,0.00%,1,0,100.00%
hw-sh-live-p2p-3.chat.bilibili.com,1,0.00%,1,0,100.00%
hl2rcv.adobe.com,1,0.00%,1,0,100.00%
p.qiao.baidu.com,1,0.00%,1,0,100.00%
pannss.bdstatic.com,1,0.00%,1,0,100.00%
static.cingta.com,1,0.00%,1,0,100.00%
www.ict.cas.cn,1,0.00%,1,0,100.00%
sc1.hao123img.com,1,0.00%,2,1,50.00%
image.baidu.com,1,0.00%,5,4,20.00%
img1.hao123.com,1,0.00%,2,1,50.00%
img2.hao123.com,1,0.00%,2,1,50.00%
gad.netease.com,1,0.00%,1,0,100.00%
v.6.cn,1,0.00%,1,0,100.00%
www.gmw.cn,1,0.00%,2,1,50.00%
caldav.icloud.com,1,0.00%,2,1,50.00%
helpinfockeniu1.ksmobile.com,1,0.00%,1,0,100.00%
dragate.dc.oppomobile.com,1,0.00%,1,0,100.00%
info.stcn.com,1,0.00%,1,0,100.00%
wap.stcn.com,1,0.00%,1,0,100.00%
aidatatest.zhihu.com,1,0.00%,2,1,50.00%
open.xueqiu.com,1,0.00%,1,0,100.00%
api.steambig.com,1,0.00%,1,0,100.00%
mbook.duote.com,1,0.00%,1,0,100.00%
police.cnool.net,1,0.00%,1,0,100.00%
submit.duote.com,1,0.00%,1,0,100.00%
union.rising.com.cn,1,0.00%,1,0,100.00%
www.avira.com,1,0.00%,2,1,50.00%
www.jiangmin.com,1,0.00%,1,0,100.00%
front.steambig.com,1,0.00%,1,0,100.00%
media.vuess.net,1,0.00%,1,0,100.00%
1610067831.D4EE073C2A20.device.hiwifi.com,1,0.00%,1,0,100.00%
1610067893.D4EE073C2A20.device.hiwifi.com,1,0.00%,1,0,100.00%
efjxmwi.amo.dseoe.ga,1,0.00%,1,0,100.00%
abc.rudywoo.ml,1,0.00%,1,0,100.00%
vkk49ekoc3luxt0d.b.requestbin.net,1,0.00%,1,0,100.00%
videoepg.hicloud.com,1,0.00%,2,1,50.00%
test.friends.getambassador.com,1,0.00%,1,0,100.00%
www.voD.lxdns.CoM,1,0.00%,2,1,50.00%
login.qfarm.qq.com,1,0.00%,1,0,100.00%
bit.jjyy.ml,1,0.00%,1,0,100.00%
parrot-pc-1251479438.cos.ap-beijing.myqcloud.com,1,0.00%,1,0,100.00%
georeferencer.outerspatial.com,1,0.00%,1,0,100.00%
57afda59-ed10-407a-a920-26b0b1695d40.assets.booqable.com,1,0.00%,1,0,100.00%
megaone.acrothemes.com,1,0.00%,1,0,100.00%
vol3rd.herokuapp.com,1,0.00%,1,0,100.00%
oracle-gia-fhc-free.wisdomfree.tk,1,0.00%,1,0,100.00%
jp.567568.ml,1,0.00%,1,0,100.00%
jp-01.woshi.gq,1,0.00%,1,0,100.00%
checkout.tablelistpro.com,1,0.00%,1,0,100.00%
www.bjnotary.org,1,0.00%,1,0,100.00%
tdomkim.berkutschi.com,1,0.00%,1,0,100.00%
m.ieiuyg.ga,1,0.00%,1,0,100.00%
direwolf-baa54fbdc1.herokuapp.com,1,0.00%,1,0,100.00%
e12919.dscd.akamaiedge.net.0.1.cn.akamaiedge.net,1,0.00%,1,0,100.00%
