domain,num_a_fail,rate_all,num_a_all,num_a_success,rate_a_fail
saladict.crimx.com,0,0.00%,2,2,0.00%
www.legittorrents.info,0,0.00%,2,2,0.00%
www.blackcats-games.net,0,0.00%,2,2,0.00%
atrack.pow7.com,0,0.00%,4,4,0.00%
tunnel.cfw.trustedsource.org,0,0.00%,2,2,0.00%
seeds-darwin.xycdn.com,0,0.00%,2,2,0.00%
dx.doi.org,0,0.00%,2,2,0.00%
gaea.meituan.com,0,0.00%,2,2,0.00%
ic-business.ks3-cn-beijing.ksyun.com,0,0.00%,2,2,0.00%
bt.firebit.org,0,0.00%,2,2,0.00%
iframe.videodelivery.net,0,0.00%,3,3,0.00%
www.lixiangdao.vip,0,0.00%,2,2,0.00%
tracker.trancetraffic.com,0,0.00%,2,2,0.00%
rq.lbcct.cloud.duba.net,0,0.00%,6,6,0.00%
www.freerainbowtables.com,0,0.00%,2,2,0.00%
tracker.openzim.org,0,0.00%,2,2,0.00%
home.yxgz.vip,0,0.00%,2,2,0.00%
sh-download.weiyun.com,0,0.00%,2,2,0.00%
tracker.internetwarriors.net,0,0.00%,2,2,0.00%
cqc-download.weiyun.com,0,0.00%,2,2,0.00%
ww3.mediaclub.tv,0,0.00%,2,2,0.00%
pc-diffpack.wps.cn,0,0.00%,2,2,0.00%
push.thanos.ams.eulix.xyz,0,0.00%,2,2,0.00%
api.ultimaker.com,0,0.00%,6,6,0.00%
tracker.filepit.to,0,0.00%,2,2,0.00%
tr.cili001.com,0,0.00%,2,2,0.00%
0d.kebhana.mx,0,0.00%,2,2,0.00%
a.tampermonkey.net,0,0.00%,2,2,0.00%
cloudflarestream.com,0,0.00%,3,3,0.00%
mq.dataservices.hp.com,0,0.00%,2,2,0.00%
onedriveclucproddm20040.blob.core.windows.net,0,0.00%,4,4,0.00%
beertracker.ml,0,0.00%,2,2,0.00%
bluebird-hd.org,0,0.00%,2,2,0.00%
push.zhihu.com,0,0.00%,2,2,0.00%
aegis.qq.com,0,0.00%,2,2,0.00%
irrenhaus.dyndns.dk,0,0.00%,2,2,0.00%
all4nothin.net,0,0.00%,2,2,0.00%
cache.yisu.com,0,0.00%,2,2,0.00%
tracker.nanoha.org,0,0.00%,2,2,0.00%
openbittorrent.com,0,0.00%,2,2,0.00%
tracker.frozen-layer.com,0,0.00%,2,2,0.00%
xtremewrestlingtorrents.net,0,0.00%,2,2,0.00%
dmd.metaservices.microsoft.com,0,0.00%,1,1,0.00%
embed.cloudflarestream.com,0,0.00%,2,2,0.00%
filters.adtidy.org,0,0.00%,4,4,0.00%
onedriveclucproddm20007.blob.core.windows.net,0,0.00%,2,2,0.00%
tracker.moeking.me,0,0.00%,2,2,0.00%
q.soft.360.cn,0,0.00%,4,4,0.00%
q.cnblogs.com,0,0.00%,14,14,0.00%
recycle.i5.cn,0,0.00%,7,7,0.00%
update-drcn.platform.hicloud.com,0,0.00%,4,4,0.00%
hub5u.hz.sandai.net,0,0.00%,6,6,0.00%
app4.i4.cn,0,0.00%,6,6,0.00%
custom-cursor.com,0,0.00%,2,2,0.00%
api.dida365.com,0,0.00%,4,4,0.00%
serviceplus.phytium.com.cn,0,0.00%,14,14,0.00%
bgpv4.music.ntes53.netease.com,0,0.00%,2,2,0.00%
api.yiban.io,0,0.00%,6,6,0.00%
thunderx.rcv.sandai.net,0,0.00%,4,4,0.00%
hub5pnc.hz.sandai.net,0,0.00%,6,6,0.00%
app.huabao.360.cn,0,0.00%,7,7,0.00%
download.jetbrains.com,0,0.00%,2,2,0.00%
domainask.weibanio.cn,0,0.00%,8,8,0.00%
color.docer.wps.cn,0,0.00%,4,4,0.00%
onedscolprdcus02.centralus.cloudapp.azure.com,0,0.00%,2,2,0.00%
rm-2zelg248g7y2034w7do.mysql.rds.aliyuncs.com,0,0.00%,13,13,0.00%
feedback.youdao.com,0,0.00%,2,2,0.00%
url.i4.cn,0,0.00%,2,2,0.00%
d-updater.i4.cn,0,0.00%,2,2,0.00%
ios.pclog.i4.cn,0,0.00%,5,5,0.00%
mam.netease.com,0,0.00%,4,4,0.00%
array801.prod.do.dsp.mp.microsoft.com,0,0.00%,4,4,0.00%
array812.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
hxhvnih.nyjvbs.xyz,0,0.00%,4,4,0.00%
www.tm.lg.prod.aadmsa.akadns.net,0,0.00%,4,4,0.00%
api.shoptoit.net,0,0.00%,2,2,0.00%
cdn.onenote.net,0,0.00%,2,2,0.00%
minorshort.weixin.qq.com,0,0.00%,4,4,0.00%
array810.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
array809.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
array806.prod.do.dsp.mp.microsoft.com,0,0.00%,4,4,0.00%
kv801.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
1582937130534912.mqrest.cn-qingdao-public.aliyuncs.com,0,0.00%,2,2,0.00%
v2.cs3.duba.net,0,0.00%,5,5,0.00%
appleimap.163.com,0,0.00%,4,4,0.00%
pds.ess.apple.com,0,0.00%,2,2,0.00%
imhub5pr.hz.sandai.net,0,0.00%,2,2,0.00%
hub5pr.hz.sandai.net,0,0.00%,2,2,0.00%
onedscolprdeus01.eastus.cloudapp.azure.com,0,0.00%,2,2,0.00%
www.microvirt.com,0,0.00%,2,2,0.00%
nstool.netease.com,0,0.00%,2,2,0.00%
only-982678-124-16-140-6.nstool.netease.com,0,0.00%,1,1,0.00%
yiban.io,0,0.00%,4,4,0.00%
configuration.apple.com,0,0.00%,2,2,0.00%
ac.dun.163.com,0,0.00%,2,2,0.00%
update.client.163.com,0,0.00%,2,2,0.00%
www.update.microsoft.com,0,0.00%,2,2,0.00%
watson.microsoft.com,0,0.00%,2,2,0.00%
orcid.org,0,0.00%,2,2,0.00%
web.push.126.net,0,0.00%,2,2,0.00%
notify.adobe.io,0,0.00%,4,4,0.00%
ac.dun.163yun.com,0,0.00%,2,2,0.00%
cdn.fwupd.org,0,0.00%,6,6,0.00%
ppa.launchpad.net,0,0.00%,2,2,0.00%
archive.ubuntukylin.com,0,0.00%,2,2,0.00%
packages.microsoft.com,0,0.00%,1,1,0.00%
teams.events.data.microsoft.com,0,0.00%,2,2,0.00%
security.ubuntu.com,0,0.00%,2,2,0.00%
cn.archive.ubuntu.com,0,0.00%,1,1,0.00%
lenovo.archive.canonical.com,0,0.00%,2,2,0.00%
dashboard.snapcraft.io,0,0.00%,5,5,0.00%
dss3.bdstatic.com,0,0.00%,1,1,0.00%
odrs.gnome.org,0,0.00%,2,2,0.00%
array813.prod.do.dsp.mp.microsoft.com,0,0.00%,1,1,0.00%
tools.google.com,0,0.00%,1,1,0.00%
account.jetbrains.com,0,0.00%,3,3,0.00%
forum.qt.io,0,0.00%,2,2,0.00%
cdn-ali-file-shc.shanhutech.cn,0,0.00%,1,1,0.00%
ditu.baidu.com,0,0.00%,3,3,0.00%
api.naea1.uds.lenovo.com,0,0.00%,7,7,0.00%
ksn-file-geo.kaspersky-labs.com,0,0.00%,2,2,0.00%
sourcegraph.com,0,0.00%,2,2,0.00%
eo.dbpedia.org,0,0.00%,1,1,0.00%
d21wlyhffxxqkt.cloudfront.net,0,0.00%,4,4,0.00%
doh.zjurl.cn,0,0.00%,4,4,0.00%
slack.com,0,0.00%,7,7,0.00%
msg.qy.net,0,0.00%,3,3,0.00%
kns.duba.net,0,0.00%,2,2,0.00%
boot-02.net.anydesk.com,0,0.00%,12,12,0.00%
uptime.sangfor.net,0,0.00%,1,1,0.00%
api2.gettoby.com,0,0.00%,1,1,0.00%
dev.ditu.live.com,0,0.00%,7,7,0.00%
d15wdfb2rw9n2y.cloudfront.net,0,0.00%,2,2,0.00%
api.distill.io,0,0.00%,6,6,0.00%
ocsp.verisign.com,0,0.00%,4,4,0.00%
dl.fedoraproject.org,0,0.00%,2,2,0.00%
fedora.riscv.rocks,0,0.00%,2,2,0.00%
pc-api.wondershare.cc,0,0.00%,2,2,0.00%
dgapi.zhhainiao.com,0,0.00%,2,2,0.00%
udp.cloud.duba.net,0,0.00%,2,2,0.00%
consumerapps.mcafee.com,0,0.00%,2,2,0.00%
dsm01pap002.storage.live.com,0,0.00%,1,1,0.00%
pcw-api.iqiyi.com,0,0.00%,2,2,0.00%
onedriveclucproddm20008.blob.core.windows.net,0,0.00%,2,2,0.00%
bubble.ic.ksosoft.com,0,0.00%,4,4,0.00%
servicediscovery.ccs.mcafee.com,0,0.00%,2,2,0.00%
basic-enroll.ccs.mcafee.com,0,0.00%,2,2,0.00%
microsoftgraph.chinacloudapi.cn,0,0.00%,2,2,0.00%
p3n9w31.cloud,0,0.00%,2,2,0.00%
c-uaa.if.iqiyi.com,0,0.00%,2,2,0.00%
msg.video.qiyi.com,0,0.00%,2,2,0.00%
gates.grammarly.com,0,0.00%,2,2,0.00%
bleisure.ba.com,0,0.00%,1,1,0.00%
api-std.sunlogin.oray.com,0,0.00%,4,4,0.00%
rgmb.classic.kicksite.net,0,0.00%,1,1,0.00%
router12.teamviewer.com,0,0.00%,4,4,0.00%
hsk-api.oray.com,0,0.00%,2,2,0.00%
wm.xiajunhuagong.cn.w.cdngslb.com,0,0.00%,2,2,0.00%
dy.xiajunhuagong.cn.w.cdngslb.com,0,0.00%,2,2,0.00%
t-safe.2345.cc,0,0.00%,2,2,0.00%
app.smartmailcloud.com,0,0.00%,2,2,0.00%
imap.mail.me.com.akadns.net,0,0.00%,2,2,0.00%
imap-mail.outlook.com,0,0.00%,4,4,0.00%
newvip.duba.net,0,0.00%,4,4,0.00%
broadcast2.distill.io,0,0.00%,4,4,0.00%
array612.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
ledger.bt.co,0,0.00%,4,4,0.00%
acc.qq.com,0,0.00%,4,4,0.00%
data.hicloud.com,0,0.00%,2,2,0.00%
g.msn.com,0,0.00%,2,2,0.00%
open.u-tools.cn,0,0.00%,2,2,0.00%
o137163.ingest.sentry.io,0,0.00%,4,4,0.00%
azwcus1-client-s.gateway.messenger.live.com,0,0.00%,2,2,0.00%
imap.sina.com,0,0.00%,2,2,0.00%
go.ie.sogou.com,0,0.00%,6,6,0.00%
mail.triinnboc.com,0,0.00%,2,2,0.00%
notify3.note.youdao.com,0,0.00%,4,4,0.00%
s00.upd.kaspersky.com,0,0.00%,4,4,0.00%
visualstudio-devdiv-c2s.msedge.net,0,0.00%,2,2,0.00%
litedev.ys7.com,0,0.00%,2,2,0.00%
inversine.elseway.tk,0,0.00%,61,61,0.00%
vcityteam.github.io,0,0.00%,1,1,0.00%
ct.duba.net,0,0.00%,2,2,0.00%
www.ztb.im,0,0.00%,2,2,0.00%
jrebel.npegeek.com,0,0.00%,1,1,0.00%
dlied6.qq.com,0,0.00%,6,6,0.00%
stun.qqlive.qq.com,0,0.00%,4,4,0.00%
d3e5zkjv0mw5t1.cloudfront.net,0,0.00%,1,1,0.00%
onedscolprduks00.uksouth.cloudapp.azure.com,0,0.00%,2,2,0.00%
wsus.f.360.cn,0,0.00%,5,5,0.00%
jtwlgl.nm.chinamobile.com,0,0.00%,2,2,0.00%
www.a.shifen.com,0,0.00%,4,4,0.00%
tracker4.itzmx.com,0,0.00%,2,2,0.00%
watson.telemetry.microsoft.com,0,0.00%,3,3,0.00%
ntemp01.boom.skin,0,0.00%,2,2,0.00%
jp17.boom.skin,0,0.00%,2,2,0.00%
edge-microsoft-com.dual-a-0036.a-msedge.NET,0,0.00%,2,2,0.00%
hq.sinajs.cn,0,0.00%,2,2,0.00%
sec23summer.usenix.hotcrp.com,0,0.00%,3,3,0.00%
dsm01pap008.storage.live.com,0,0.00%,2,2,0.00%
onedriveclucproddm20021.blob.core.windows.net,0,0.00%,2,2,0.00%
deault-exp-tas-com.e-0014.e-msedge.NET,0,0.00%,2,2,0.00%
doh-fi.blahdns.com,0,0.00%,2,2,0.00%
www.w3.org,0,0.00%,110,110,0.00%
435749f6f4f748a5821bee8bcb13087c.fp.measure.office.com,0,0.00%,1,1,0.00%
ataprod.remarqable.com,0,0.00%,2,2,0.00%
tuna05.mcddns01.com,0,0.00%,10,10,0.00%
dict.youdao.com,0,0.00%,4,4,0.00%
news.qhstatic.com,0,0.00%,4,4,0.00%
mcafee-sustainability.azurewebsites.net,0,0.00%,19,19,0.00%
clientstream.launchdarkly.com,0,0.00%,2,2,0.00%
dr.ime.baidu.com,0,0.00%,10,10,0.00%
config.mobile.kugou.com,0,0.00%,2,2,0.00%
router10.teamviewer.com,0,0.00%,4,4,0.00%
shdf01-iopq.cgroads.com,0,0.00%,2,2,0.00%
api.weixin.qq.com,0,0.00%,2,2,0.00%
817beb9c-rh6hs0-rrfsly-dmr0.pccw.alrihla.net,0,0.00%,2,2,0.00%
update.drivergenius.com,0,0.00%,4,4,0.00%
report.meeting.tencent.com,0,0.00%,2,2,0.00%
userweatherapi-xzdesktop.cqttech.com,0,0.00%,2,2,0.00%
conn.wemeet.tencent.com,0,0.00%,2,2,0.00%
onedriveclucprodbn20040.blob.core.windows.net,0,0.00%,2,2,0.00%
hello-sherlock.github.io,0,0.00%,1,1,0.00%
contentsec.ac.cn,0,0.00%,2,2,0.00%
www.gsd92gov.com,0,0.00%,3,3,0.00%
todolist.redirect.xzdesktop.cqttech.com,0,0.00%,2,2,0.00%
marketplace.visualstudio.com,0,0.00%,2,2,0.00%
learn.unity.com,0,0.00%,2,2,0.00%
report.51nwt.com,0,0.00%,8,8,0.00%
clients.config.office.net,0,0.00%,2,2,0.00%
config.push.sogou.com,0,0.00%,1,1,0.00%
slscr.update.microsoft.com,0,0.00%,8,8,0.00%
update.khd.2345.cc,0,0.00%,4,4,0.00%
push.khd.2345.cc,0,0.00%,6,6,0.00%
mhxzxhd.wmupd.com,0,0.00%,2,2,0.00%
browser.events.data.msn.com,0,0.00%,2,2,0.00%
max-l.mediav.com,0,0.00%,4,4,0.00%
gtm-sg-6wr2u201t05.gtm-i2d4.com,0,0.00%,11,11,0.00%
api.300624.com,0,0.00%,2,2,0.00%
ts.helper.2345.cc,0,0.00%,4,4,0.00%
yj.52pcfree.com,0,0.00%,2,2,0.00%
searchrecommend.kugou.com,0,0.00%,6,6,0.00%
www.codota.com,0,0.00%,4,4,0.00%
cloudconfig.jetbrains.com,0,0.00%,2,2,0.00%
trans.hiido.com,0,0.00%,4,4,0.00%
yeconfig.game.yy.com,0,0.00%,4,4,0.00%
config.hiido.com,0,0.00%,2,2,0.00%
ylog.hiido.com,0,0.00%,2,2,0.00%
u.jia.mn,0,0.00%,2,2,0.00%
presence.api.drift.com,0,0.00%,4,4,0.00%
apis-mix-pub.maxhub.vip,0,0.00%,3,3,0.00%
stat.game.yy.com,0,0.00%,4,4,0.00%
dsm01pap005.storage.live.com,0,0.00%,2,2,0.00%
onedriveclucprodbn20007.blob.core.windows.net,0,0.00%,2,2,0.00%
identify.zhhainiao.com,0,0.00%,2,2,0.00%
edgeassetservice.azureedge.net,0,0.00%,2,2,0.00%
onedriveclucprodbn20020.blob.core.windows.net,0,0.00%,2,2,0.00%
be59399.pd.gladns.com,0,0.00%,4,4,0.00%
be59399.pf.gladns.com,0,0.00%,4,4,0.00%
be59399.pb.gladns.com,0,0.00%,4,4,0.00%
be59399.pc.gladns.com,0,0.00%,4,4,0.00%
be59399.ph.gladns.com,0,0.00%,4,4,0.00%
be59399.pa.gladns.com,0,0.00%,4,4,0.00%
be59399.pg.gladns.com,0,0.00%,4,4,0.00%
be59399.pe.gladns.com,0,0.00%,4,4,0.00%
interface.music.163.com,0,0.00%,2,2,0.00%
huggingface.co,0,0.00%,4,4,0.00%
article.cnjournals.com,0,0.00%,2,2,0.00%
dns.rubyfish.cn,0,0.00%,4,4,0.00%
dns.alidns.com,0,0.00%,4,4,0.00%
array615.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
disc601.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
www.cloudflare.com,0,0.00%,4,4,0.00%
ide.liuyingyong.cn,0,0.00%,4,4,0.00%
syzs.qq.com,0,0.00%,2,2,0.00%
service-cn.hwccpc.com,0,0.00%,2,2,0.00%
yybadaccess.3g.qq.com,0,0.00%,2,2,0.00%
license.unity.cn,0,0.00%,2,2,0.00%
list.wallpaper.cloud.duba.net,0,0.00%,2,2,0.00%
wh.vipguanjia.net,0,0.00%,2,2,0.00%
ss-prod-an1-notif-19.aws.adobess.com,0,0.00%,2,2,0.00%
pop3.nfschina.com,0,0.00%,4,4,0.00%
update-khd.2345.cc,0,0.00%,10,10,0.00%
mcs.snssdk.com,0,0.00%,4,4,0.00%
discuss.pytorch.org,0,0.00%,3,3,0.00%
stat.lianmeng.360.cn,0,0.00%,2,2,0.00%
sfstat.lianmeng.360.cn,0,0.00%,2,2,0.00%
sp4.tf.360.cn,0,0.00%,2,2,0.00%
o1224273.ingest.sentry.io,0,0.00%,2,2,0.00%
repo.hortonworks.com,0,0.00%,2,2,0.00%
wns2-sg2p.wns.windows.com,0,0.00%,2,2,0.00%
array604.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
tips.ime.baidu.com,0,0.00%,2,2,0.00%
www.hilton.com,0,0.00%,3,3,0.00%
fast.fonts.net,0,0.00%,4,4,0.00%
hilton.cdn-v3.conductrics.net,0,0.00%,2,2,0.00%
www.figma.com,0,0.00%,4,4,0.00%
91920a6655024c3bbbad50d3958e724c.nrb.footprintdns.com,0,0.00%,1,1,0.00%
szcloud.baidu.com,0,0.00%,2,2,0.00%
pop.ym.163.com,0,0.00%,4,4,0.00%
mobilelog.kugou.com,0,0.00%,2,2,0.00%
cbwh5s4.i3zmbs.com,0,0.00%,1,1,0.00%
fpc.msedge.net,0,0.00%,2,2,0.00%
bf08412nhq.bf.dynatrace.com,0,0.00%,4,4,0.00%
mailhz.qiye.163.com,0,0.00%,2,2,0.00%
f10.baidu.com,0,0.00%,2,2,0.00%
159-226-5-174_s-23-32-236-243_ts-1661277004-clienttons-s.akamaihd.net,0,0.00%,1,1,0.00%
t7rallqxzodvuyyfcnga-pttdjv-2ec39af8f-clientnsv4-s.akamaihd.net,0,0.00%,1,1,0.00%
dpm.demdex.net,0,0.00%,4,4,0.00%
4dc2aa82bc5e.cdn4.forter.com,0,0.00%,4,4,0.00%
smetric.hilton.com,0,0.00%,4,4,0.00%
cm.everesttech.net,0,0.00%,4,4,0.00%
cdnjs.cloudflare.com,0,0.00%,4,4,0.00%
onedriveclucprodbn20024.blob.core.windows.net,0,0.00%,2,2,0.00%
prt.jss.com.cn,0,0.00%,2,2,0.00%
time.asia.apple.com,0,0.00%,2,2,0.00%
xfer.10jqka.com.cn,0,0.00%,2,2,0.00%
s.thsi.cn,0,0.00%,2,2,0.00%
help-tower.2345.cc,0,0.00%,4,4,0.00%
array605.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
onedriveclucproddm20046.blob.core.windows.net,0,0.00%,2,2,0.00%
analytics.getpostman.com,0,0.00%,6,6,0.00%
activation.unity.cn,0,0.00%,2,2,0.00%
11-courier.push.apple.com,0,0.00%,2,2,0.00%
pop.exmail.qq.com,0,0.00%,4,4,0.00%
e10370.d.akamaiedge.NET,0,0.00%,1,1,0.00%
nexus-websocket-a.intercom.io,0,0.00%,2,2,0.00%
newxmp.rcv.sandai.net,0,0.00%,2,2,0.00%
onedriveclucprodbn20002.blob.core.windows.net,0,0.00%,2,2,0.00%
onedriveclucproddm20027.blob.core.windows.net,0,0.00%,2,2,0.00%
paradromic.info,0,0.00%,2,2,0.00%
p2pupgrade.gamedl.qq.com,0,0.00%,2,2,0.00%
stat.gamedl.qq.com,0,0.00%,2,2,0.00%
ps2.gamedl.qq.com,0,0.00%,2,2,0.00%
config.gamedl.qq.com,0,0.00%,2,2,0.00%
p2pupdate.gamedl.qq.com,0,0.00%,2,2,0.00%
data.vipguanjia.net,0,0.00%,2,2,0.00%
router1.teamviewer.com,0,0.00%,4,4,0.00%
array601.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
jp05-vm0.entry.srthdw.art,0,0.00%,2,2,0.00%
jp01-vm0.entry.srthdw.art,0,0.00%,2,2,0.00%
localhost,0,0.00%,31,31,0.00%
server.reverse.ac.cn,0,0.00%,24,24,0.00%
wspri.coinall.ltd,0,0.00%,6,6,0.00%
gzyd.lanyunshi.cc,0,0.00%,3,3,0.00%
rsync.deepin.com,0,0.00%,2,2,0.00%
musicps.p2p.qq.com,0,0.00%,4,4,0.00%
wd-prod-ss-as-southeast-3-fe.southeastasia.cloudapp.azure.com,0,0.00%,4,4,0.00%
23-92-30-53.3f5ffcbecff340969874c9eb90a37eeb.plex.direct,0,0.00%,1,1,0.00%
ntp.aliyun.com,0,0.00%,4,4,0.00%
g.ceipmsn.com,0,0.00%,2,2,0.00%
mirror.iscas.ac.cn,0,0.00%,14,14,0.00%
weather-data.apple.com.akadns.net,0,0.00%,4,4,0.00%
downloads.yoctoproject.org,0,0.00%,174,174,0.00%
az575602.vo.msecnd.net,0,0.00%,2,2,0.00%
dhupdateprod.blob.core.windows.net,0,0.00%,2,2,0.00%
chat.api.autohome.com.cn,0,0.00%,2,2,0.00%
33aef1e.ne.gladns.com,0,0.00%,2,2,0.00%
beacons4.gvt2.com,0,0.00%,2,2,0.00%
a2p-s01-drcn.xcm.xyx-xylo.com,0,0.00%,10,10,0.00%
mirrors.163.com,0,0.00%,2,2,0.00%
update.cs2c.com.cn,0,0.00%,2,2,0.00%
7195c67.ph.gladns.com,0,0.00%,2,2,0.00%
mirrors.rit.edu,0,0.00%,2,2,0.00%
array505.prod.do.dsp.mp.microsoft.com,0,0.00%,2,2,0.00%
onedscolprdwus09.westus.cloudapp.azure.com,0,0.00%,2,2,0.00%
rsync.repo.almalinux.org,0,0.00%,2,2,0.00%
static-api.monknow.com,0,0.00%,2,2,0.00%
socc2022.hotcrp.com,0,0.00%,2,2,0.00%
mirror.us.leaseweb.net,0,0.00%,2,2,0.00%
baoku-safe.2345.cc,0,0.00%,2,2,0.00%
update-ruanjian.2345.cc,0,0.00%,2,2,0.00%
rj-ts.2345.cc,0,0.00%,2,2,0.00%
mixv4-2.194610.xyz,0,0.00%,2,2,0.00%
api.raese.top,0,0.00%,2,2,0.00%
meeting.tencent.com,0,0.00%,2,2,0.00%
localhost.localdomain,0,0.00%,5,5,0.00%
mirrors.tuna.tsinghua.edu.cn,0,0.00%,2,2,0.00%
mirrorz.org,0,0.00%,2,2,0.00%
windows.kite.com,0,0.00%,1,1,0.00%
zhushou.huihui.cn,0,0.00%,2,2,0.00%
a.w.bilicdn1.com,0,0.00%,2,2,0.00%
r2---sn-ni5eln7l.gvt1.com,0,0.00%,2,2,0.00%
k8s.gcr.io,0,0.00%,7,7,0.00%
comet.jianguoyun.com,0,0.00%,2,2,0.00%
settings-prod-sea-2.southeastasia.cloudapp.azure.com,0,0.00%,2,2,0.00%
88dsf5l.003.1.mclqp.link,0,0.00%,2,2,0.00%
t-ruanjian.2345.cc,0,0.00%,2,2,0.00%
msg.video.dns.iqiyi.com,0,0.00%,2,2,0.00%
cmonitor.iqiyi.com,0,0.00%,2,2,0.00%
is.snssdk.com,0,0.00%,2,2,0.00%
cpan-rsync.perl.org,0,0.00%,2,2,0.00%
