domain,num_a_fail,rate_all,num_a_all,num_a_success,rate_a_fail
v11.sched.v4lego-dk.tdnsvod1.cn,1,0.03%,2,1,50.00%
pull-lls-l3.douyincdn.com,1,0.03%,1,0,100.00%
pull-hs-spe-f5.douyincdn.com,1,0.03%,2,1,50.00%
wos.anjukestatic.com,1,0.03%,2,1,50.00%
pull-rtmp-l1-cny.douyincdn.com,1,0.03%,2,1,50.00%
push-rtmp-l1-hs.pstatp.com,1,0.03%,2,1,50.00%
pic7.ajkimg.com,1,0.03%,2,1,50.00%
xcxcdn.yangkeduo.com,1,0.03%,2,1,50.00%
t16img.yangkeduo.com,1,0.03%,2,1,50.00%
t12img.yangkeduo.com,1,0.03%,2,1,50.00%
pinduoduoimg.yangkeduo.com,1,0.03%,2,1,50.00%
t13img.yangkeduo.com,1,0.03%,2,1,50.00%
v3-default.365yg.com,1,0.03%,2,1,50.00%
v5-h.douyinvod.com,1,0.03%,2,1,50.00%
scc.bytedance.com,1,0.03%,2,1,50.00%
p4-live.a.yximgs.com,1,0.03%,2,1,50.00%
p4.a.yximgs.com,1,0.03%,2,1,50.00%
guide-acs.m.taobao.com,1,0.03%,2,1,50.00%
dorangesource.alicdn.com,1,0.03%,2,1,50.00%
mdike.alicdn.com,1,0.03%,2,1,50.00%
web.m.taobao.com,1,0.03%,2,1,50.00%
zconfig.alibabausercontent.com,1,0.03%,2,1,50.00%
gw.alicdn.com,1,0.03%,2,1,50.00%
heic.alicdn.com,1,0.03%,2,1,50.00%
zres.alicdn.com,1,0.03%,2,1,50.00%
h5.m.taobao.com,1,0.03%,2,1,50.00%
fullscreen-detail.alicdn.com,1,0.03%,2,1,50.00%
miniapp-package-zcache.taobao.com,1,0.03%,2,1,50.00%
frontier-aweme-lf-ipainner.amemv.com,1,0.03%,2,1,50.00%
applog.snssdk.com,1,0.03%,2,1,50.00%
huiji-thumb.huijistatic.com,1,0.03%,1,0,100.00%
gametools.bs2dl.yy.com,1,0.03%,2,1,50.00%
puui.qpic.cn,1,0.03%,2,1,50.00%
gw2.huijiwiki.com,1,0.03%,1,0,100.00%
static-calendar-drcn.dbankcdn.cn,1,0.03%,2,1,50.00%
cfg-1.pddpic.com,1,0.03%,2,1,50.00%
img-2.pddpic.com,1,0.03%,2,1,50.00%
pkg.biligame.com,1,0.03%,2,1,50.00%
e6858.e19.s.tl88.net,1,0.03%,2,1,50.00%
www.qidian.com,1,0.03%,2,1,50.00%
magev6.if.qidian.com,1,0.03%,2,1,50.00%
v5-g.douyinvod.com,1,0.03%,2,1,50.00%
www.cctv.com,1,0.03%,2,1,50.00%
tsbrowser.xiangtatech.com,1,0.03%,2,1,50.00%
news.baidu.com,1,0.03%,2,1,50.00%
stcglobal.beisen.com,1,0.03%,2,1,50.00%
v1.douyinvod.com,1,0.03%,2,1,50.00%
liangcang-material.alicdn.com,1,0.03%,2,1,50.00%
v27-a.douyinvod.com,1,0.03%,2,1,50.00%
cu003.www.duba.net,1,0.03%,1,0,100.00%
upos-sz-mirrorcoso1.bilivideo.com,1,0.03%,2,1,50.00%
f7.baidu.com,1,0.03%,2,1,50.00%
digitalassetlinks.googleapis.com,1,0.03%,2,1,50.00%
main.appstore.vivo.com.cn,1,0.03%,2,1,50.00%
v11.douyinvod.com,1,0.03%,2,1,50.00%
contentcenter-drcn.dbankcdn.cn,1,0.03%,1,0,100.00%
cp501.prod.do.dsp.mp.microsoft.com,1,0.03%,2,1,50.00%
14.au.download.windowsupdate.com,1,0.03%,3,2,33.33%
prod-streaming-video-msn-com.akamaized.net,1,0.03%,2,1,50.00%
szmmsns.qpic.cn,1,0.03%,2,1,50.00%
help.apple.com,1,0.03%,2,1,50.00%
e11408.d.akamaiedge.net,1,0.03%,2,1,50.00%
onedscolprdcus04.centralus.cloudapp.azure.com,1,0.03%,2,1,50.00%
v5-i.douyinvod.com,1,0.03%,1,0,100.00%
jmy-pic.baidu.com,1,0.03%,2,1,50.00%
cp601.prod.do.dsp.mp.microsoft.com,1,0.03%,2,1,50.00%
fsigns.duba.net,1,0.03%,3,2,33.33%
g.y.qq.com,1,0.03%,2,1,50.00%
iris-de-prod-azsc-eas-b.eastasia.cloudapp.azure.com,1,0.03%,2,1,50.00%
internal-api-lark-api.feishu.cn.w.cdngslb.com,1,0.03%,2,1,50.00%
d.dropbox.com,1,0.03%,2,1,50.00%
tracker.cyberia.is,1,0.03%,1,0,100.00%
aeu.alicdn.com,1,0.03%,2,1,50.00%
s1.cn.bing.net,1,0.03%,2,1,50.00%
s4.cn.bing.net,1,0.03%,2,1,50.00%
d7kac1jd1i.feishu.cn,1,0.03%,2,1,50.00%
nat.emule.org.cn,1,0.03%,1,0,100.00%
dl.google.com,1,0.03%,2,1,50.00%
mvgforumtracker.mvgroup.org,1,0.03%,12,11,8.33%
upload.twitter.com,1,0.03%,4,3,25.00%
youtubei.googleapis.com,1,0.03%,2,1,50.00%
upload.youtube.com,1,0.03%,4,3,25.00%
clients6.google.com,1,0.03%,2,1,50.00%
code.bdstatic.com,1,0.03%,2,1,50.00%
sites.google.com,1,0.03%,4,3,25.00%
www.google.com.ag,1,0.03%,5,4,20.00%
www.google.com.au,1,0.03%,4,3,25.00%
onedrive.live.com,1,0.03%,4,3,25.00%
www.google.com.bo,1,0.03%,4,3,25.00%
www.google.co.bw,1,0.03%,4,3,25.00%
www.google.com.bz,1,0.03%,5,4,20.00%
twitter.com,1,0.03%,4,3,25.00%
google.com,1,0.03%,3,2,33.33%
www.google.co.cr,1,0.03%,4,3,25.00%
facebook.com,1,0.03%,4,3,25.00%
upload-oss.vzuu.com,1,0.03%,2,1,50.00%
zhihu-pics-upload.zhimg.com,1,0.03%,2,1,50.00%
youtube.com,1,0.03%,4,3,25.00%
m.youtube.com,1,0.03%,4,3,25.00%
www.google.com.ai,1,0.03%,5,4,20.00%
showcase.dropbox.com,1,0.03%,4,3,25.00%
calendar.google.com,1,0.03%,2,1,50.00%
www.google.com.ar,1,0.03%,5,4,20.00%
upload.docs.google.com,1,0.03%,3,2,33.33%
www.google.com.bd,1,0.03%,5,4,20.00%
plus.google.com,1,0.03%,4,3,25.00%
www.google.com.do,1,0.03%,5,4,20.00%
www.google.com.af,1,0.03%,5,4,20.00%
www.google.com.br,1,0.03%,4,3,25.00%
onenote.com,1,0.03%,2,1,50.00%
www.google.com.co,1,0.03%,4,3,25.00%
dropbox.com,1,0.03%,4,3,25.00%
contacts.google.com,1,0.03%,2,1,50.00%
sf-api.com,1,0.03%,1,0,100.00%
www.google.com.bh,1,0.03%,4,3,25.00%
www.google.com.bn,1,0.03%,4,3,25.00%
www.google.co.ck,1,0.03%,5,4,20.00%
www.google.com.cu,1,0.03%,5,4,20.00%
www.google.com.cy,1,0.03%,4,3,25.00%
search.yahoo.com,1,0.03%,4,3,25.00%
paper.dropbox.com,1,0.03%,4,3,25.00%
m7.music.126.net,1,0.03%,2,1,50.00%
s3plus.meituan.net,1,0.03%,2,1,50.00%
static.youku.com,1,0.03%,2,1,50.00%
upload.jianshu.io,1,0.03%,2,1,50.00%
valipl10.cp31.ott.cibntv.net,1,0.03%,2,1,50.00%
vthumb.ykimg.com,1,0.03%,2,1,50.00%
www.yisu.com,1,0.03%,2,1,50.00%
streamdot.douyucdn.cn,1,0.03%,2,1,50.00%
download.zotero.org,1,0.03%,1,0,100.00%
fanyi-cdn.cdn.bcebos.com,1,0.03%,2,1,50.00%
lf3-cdn-tos.bytegecko.com,1,0.03%,2,1,50.00%
www.tribalmixes.com,1,0.03%,6,5,16.67%
t8.dropbox.com,1,0.03%,2,1,50.00%
m801.music.126.net,1,0.03%,2,1,50.00%
g3.ykimg.com,1,0.03%,2,1,50.00%
i.meituan.com,1,0.03%,2,1,50.00%
upload-images.jianshu.io,1,0.03%,2,1,50.00%
a1887.dscq.akamai.net,1,0.03%,2,1,50.00%
fanyiapp.cdn.bcebos.com,1,0.03%,2,1,50.00%
ocsp.rootg2.amazontrust.com,1,0.03%,2,1,50.00%
qcloud.dpfile.com,1,0.03%,2,1,50.00%
static.dataservices.hp.com,1,0.03%,2,1,50.00%
download.jetbrains.com.cn,1,0.03%,2,1,50.00%
codown.youdao.com,1,0.03%,2,1,50.00%
gspe1-ssl.ls.apple.com,1,0.03%,2,1,50.00%
www.tm.a.prd.aadg.akadns.net,1,0.03%,2,1,50.00%
p3.music.126.net,1,0.03%,2,1,50.00%
api2.firefoxchina.cn.wswebpic.com,1,0.03%,4,3,25.00%
zlxx.v.lxcvc.com,1,0.03%,4,3,25.00%
cdn.ap.bittorrent.com,1,0.03%,2,1,50.00%
googlecn-lopri.l.google.com,1,0.03%,2,1,50.00%
safebrowsing.googleapis-cn.com,1,0.03%,2,1,50.00%
safebrowsing.google.com,1,0.03%,2,1,50.00%
wspeed.qq.com,1,0.03%,3,2,33.33%
update2.sangfor.net,1,0.03%,2,1,50.00%
file.drivergenius.com,1,0.03%,2,1,50.00%
df.cache.wpscdn.cn,1,0.03%,4,3,25.00%
p0.qhimg.com,1,0.03%,2,1,50.00%
dy.xiajunhuagong.cn,1,0.03%,2,1,50.00%
auth.hiwifi.com,1,0.03%,2,1,50.00%
cloud.hiwifi.com,1,0.03%,2,1,50.00%
dotplayer.coldlake1.com.w.cdngslb.com,1,0.03%,2,1,50.00%
api.stellarplayer.com.w.cdngslb.com,1,0.03%,2,1,50.00%
discovery-v6-4.syncthing.net,1,0.03%,1,0,100.00%
1.pool.ntp.org,1,0.03%,2,1,50.00%
2.pool.ntp.org,1,0.03%,2,1,50.00%
3.pool.ntp.org,1,0.03%,2,1,50.00%
3.asia.pool.ntp.org,1,0.03%,2,1,50.00%
0.asia.pool.ntp.org,1,0.03%,2,1,50.00%
0.cn.pool.ntp.org,1,0.03%,2,1,50.00%
instantmessaging-pa.googleapis.com,1,0.03%,2,1,50.00%
netty.yunduoketang.com,1,0.03%,2,1,50.00%
exo.nel.measure.office.net,1,0.03%,2,1,50.00%
atm-fp-direct.office.com,1,0.03%,2,1,50.00%
crl.pki.goog,1,0.03%,2,1,50.00%
client.dropbox.com,1,0.03%,2,1,50.00%
www.catererglobal.com,1,0.03%,1,0,100.00%
images-eu.ssl-images-amazon.com,1,0.03%,1,0,100.00%
helpx.adobe.com,1,0.03%,2,1,50.00%
uz95.v.trpcdn.NET,1,0.03%,2,1,50.00%
pgpstatic.games.wanmei.com,1,0.03%,2,1,50.00%
m701.music.126.net,1,0.03%,2,1,50.00%
clientlog.wanmei.com,1,0.03%,2,1,50.00%
docs.gtimg.com,1,0.03%,2,1,50.00%
public-cdn.cloud.unity3d.com,1,0.03%,2,1,50.00%
public-cdn.cloud.unitychina.cn,1,0.03%,2,1,50.00%
dynamic.t0.tiles.ditu.live.com,1,0.03%,2,1,50.00%
1039909-9.chat.api.drift.com,1,0.03%,2,1,50.00%
ux70.v.trpcdn.NET,1,0.03%,2,1,50.00%
saascdn.lenovo.com.cn,1,0.03%,2,1,50.00%
fa000000064.resources.office.net,1,0.03%,2,1,50.00%
gtm-dyn-direct.office365.com,1,0.03%,2,1,50.00%
cipv6gn.v.trpcdn.NET,1,0.03%,2,1,50.00%
catalog-public-service-prod.ak.epicgames.com,1,0.03%,2,1,50.00%
priceengine-public-service-prod.ak.epicgames.com,1,0.03%,2,1,50.00%
dl.pop.www.duba.net,1,0.03%,2,1,50.00%
res.ldmnq.com,1,0.03%,2,1,50.00%
subca.crl.certum.pl,1,0.03%,2,1,50.00%
appdl.lenovo.com.cn,1,0.03%,2,1,50.00%
help.origin-apple.com.akadns.net,1,0.03%,2,1,50.00%
api.epicgames.dev,1,0.03%,2,1,50.00%
jp04-vm0.entry.srthdw.art,1,0.03%,2,1,50.00%
download.iciba.com,1,0.03%,2,1,50.00%
i-lq.snssdk.com,1,0.03%,2,1,50.00%
down-30005.sz.gfp.tencent-cloud.com,1,0.03%,2,1,50.00%
down.qq.com,1,0.03%,2,1,50.00%
beacons2.gvt2.com,1,0.03%,2,1,50.00%
clientconfig.akamai.steamstatic.com,1,0.03%,2,1,50.00%
steamcdn-a.akamaihd.net,1,0.03%,2,1,50.00%
odc-bl6pap004-meta-geo.onedrive.akadns.NET,1,0.03%,2,1,50.00%
odc-bl6pap004-meta-brs.onedrive.akadns.NET,1,0.03%,3,2,33.33%
o3cf2jk38u.feishu.cn,1,0.03%,2,1,50.00%
iscas-itechs-kg.feishu.cn,1,0.03%,2,1,50.00%
www.163.com,0,0.00%,8286,8286,0.00%
ntp.ubuntu.com,0,0.00%,1222,1222,0.00%
www.baidu.com,0,0.00%,1473,1473,0.00%
www.chinauos.com,0,0.00%,1027,1027,0.00%
teredo.ipv6.microsoft.com,0,0.00%,518,518,0.00%
teredo-debian.remlab.net,0,0.00%,15,15,0.00%
incoming.telemetry.mozilla.org,0,0.00%,35,35,0.00%
api.vc.bilibili.com,0,0.00%,62,62,0.00%
dl.min.io,0,0.00%,62,62,0.00%
x.research.qq.com,0,0.00%,182,182,0.00%
hub.upyun.com,0,0.00%,44,44,0.00%
mv.music.tc.qq.com,0,0.00%,10,10,0.00%
skydrivesync.policies.live.net,0,0.00%,4,4,0.00%
connectivity-check.ubuntu.com,0,0.00%,147,147,0.00%
prod.ingestion-edge.prod.dataops.mozgcp.net,0,0.00%,2,2,0.00%
ocsp.digicert.com,0,0.00%,15,15,0.00%
cs9.wac.phicdn.net,0,0.00%,2,2,0.00%
c.skconf.f.360.cn,0,0.00%,2,2,0.00%
osfsr.lenovomm.com,0,0.00%,40,40,0.00%
dsp.lenovo.com.cn,0,0.00%,26,26,0.00%
ldc.lenovo.com.cn,0,0.00%,21,21,0.00%
rm-bp151dcc75aycqd80to.mysql.rds.aliyuncs.com,0,0.00%,3,3,0.00%
clock.isc.org,0,0.00%,5,5,0.00%
edragent.sangfor.com.cn,0,0.00%,124,124,0.00%
query.hicloud.com,0,0.00%,393,393,0.00%
roaming.officeapps.live.com,0,0.00%,14,14,0.00%
bash.givemexyz.in,0,0.00%,58,58,0.00%
github.com,0,0.00%,6,6,0.00%
up-hl.3g.qq.com,0,0.00%,2,2,0.00%
hsk-embed.oray.com,0,0.00%,121,121,0.00%
mobile.events.data.microsoft.com,0,0.00%,52,52,0.00%
space.bilibili.com,0,0.00%,2,2,0.00%
security.bilibili.com,0,0.00%,2,2,0.00%
i0.hdslb.com,0,0.00%,7,7,0.00%
i1.hdslb.com,0,0.00%,5,5,0.00%
analytics.yinxiang.com,0,0.00%,24,24,0.00%
api.bilibili.com,0,0.00%,9,9,0.00%
passport.bilibili.com,0,0.00%,4,4,0.00%
pan.baidu.com,0,0.00%,109,109,0.00%
diskapi.baidu.com,0,0.00%,25,25,0.00%
nav-edge.smartscreen.microsoft.com,0,0.00%,14,14,0.00%
sp0.baidu.com,0,0.00%,11,11,0.00%
sp1.baidu.com,0,0.00%,13,13,0.00%
ss1.bdstatic.com,0,0.00%,6,6,0.00%
39-courier.push.apple.com,0,0.00%,2,2,0.00%
t13.baidu.com,0,0.00%,5,5,0.00%
t9.baidu.com,0,0.00%,11,11,0.00%
hectorstatic.baidu.com,0,0.00%,14,14,0.00%
10-courier.push.apple.com,0,0.00%,4,4,0.00%
cn.ntp.org.cn,0,0.00%,9,9,0.00%
hpd.baidu.com,0,0.00%,13,13,0.00%
ug.baidu.com,0,0.00%,12,12,0.00%
msedge.api.cdp.microsoft.com,0,0.00%,12,12,0.00%
azwus1-client-s.gateway.messenger.live.com,0,0.00%,2,2,0.00%
sl-tk.oray.com,0,0.00%,94,94,0.00%
log.tailscale.io,0,0.00%,24,24,0.00%
api.miwifi.com,0,0.00%,114,114,0.00%
smtp.qq.com,0,0.00%,36,36,0.00%
pcrec.baidu.com,0,0.00%,8,8,0.00%
wx.qlogo.cn,0,0.00%,47,47,0.00%
zhuanlan.zhihu.com,0,0.00%,4,4,0.00%
bili-dyn-sched.jcloud-cdn.com,0,0.00%,2,2,0.00%
static.zhihu.com,0,0.00%,4,4,0.00%
pica.zhimg.com,0,0.00%,2,2,0.00%
tile-service.weather.microsoft.com,0,0.00%,32,32,0.00%
zz.bdstatic.com,0,0.00%,4,4,0.00%
client.wns.windows.com,0,0.00%,28,28,0.00%
time.pool.aliyun.com,0,0.00%,10,10,0.00%
zhihu-web-analytics.zhihu.com,0,0.00%,4,4,0.00%
sugar.zhihu.com,0,0.00%,4,4,0.00%
wp.safe.360.cn,0,0.00%,66,66,0.00%
alpha-cloud-log.cn-hangzhou.log.aliyuncs.com,0,0.00%,9,9,0.00%
rq.wh.cmcm.com,0,0.00%,52,52,0.00%
config.app.yinxiang.com,0,0.00%,3,3,0.00%
szextshort.weixin.qq.com,0,0.00%,10,10,0.00%
yiyun.n.shifen.com,0,0.00%,2,2,0.00%
rq.drcct.cloud.duba.net,0,0.00%,29,29,0.00%
lp.open.weixin.qq.com,0,0.00%,5,5,0.00%
soup.v.qq.com,0,0.00%,12,12,0.00%
downv6.qq.com,0,0.00%,2,2,0.00%
daisy.ubuntu.com,0,0.00%,121,121,0.00%
cb10bdfbd90f88db560d0ad1e8f78722.dlied1.cdntips.net,0,0.00%,1,1,0.00%
packages.deepin.com,0,0.00%,20,20,0.00%
cgi.ark.qq.com,0,0.00%,3,3,0.00%
checkappexec.microsoft.com,0,0.00%,22,22,0.00%
config.pinyin.sogou.com,0,0.00%,65,65,0.00%
appconf.mail.163.com,0,0.00%,6,6,0.00%
nexusrules.officeapps.live.com,0,0.00%,54,54,0.00%
settings-win.data.microsoft.com,0,0.00%,216,216,0.00%
flbgpi.yixuedianzishu.com,0,0.00%,3,3,0.00%
v10.events.data.microsoft.com,0,0.00%,117,117,0.00%
time.apple.com,0,0.00%,27,27,0.00%
cloud.acrobat.com,0,0.00%,2,2,0.00%
static.asm.skype.com,0,0.00%,6,6,0.00%
duba-defend.zhhainiao.com,0,0.00%,36,36,0.00%
static-asm.secure.skypeassets.com,0,0.00%,6,6,0.00%
ce571486-i.andns.co,0,0.00%,10,10,0.00%
cdn.lever.co,0,0.00%,2,2,0.00%
jobs.lever.co,0,0.00%,2,2,0.00%
autoupdater.updrv.com,0,0.00%,8,8,0.00%
usercount.dockernb.com,0,0.00%,17,17,0.00%
dns.cloudflare.com,0,0.00%,4,4,0.00%
s1a.time.edu.cn,0,0.00%,5,5,0.00%
public.dns.iij.jp,0,0.00%,12,12,0.00%
telemetry-in.battlenet.com.cn,0,0.00%,13,13,0.00%
www.bilibili.com,0,0.00%,6,6,0.00%
controlplane.tailscale.com,0,0.00%,2,2,0.00%
zh.us.to,0,0.00%,5,5,0.00%
api.live.bilibili.com,0,0.00%,8,8,0.00%
cm.bilibili.com,0,0.00%,8,8,0.00%
grafana.com,0,0.00%,29,29,0.00%
raw.githubusercontent.com,0,0.00%,8,8,0.00%
default.exp-tas.com,0,0.00%,30,30,0.00%
bvc.bilivideo.com,0,0.00%,5,5,0.00%
rq.upgrade.drivergenius.com,0,0.00%,24,24,0.00%
update.code.visualstudio.com,0,0.00%,4,4,0.00%
c.go-mpulse.net,0,0.00%,9,9,0.00%
grnh.se,0,0.00%,2,2,0.00%
vortex.data.microsoft.com,0,0.00%,18,18,0.00%
broker.miwifi.com,0,0.00%,37,37,0.00%
rq.upgrade.cmpc.cmcm.com,0,0.00%,24,24,0.00%
pcs-sdk-server.alibaba.com,0,0.00%,59,59,0.00%
dns.msftncsi.com,0,0.00%,216,216,0.00%
geo.prod.do.dsp.mp.microsoft.com,0,0.00%,12,12,0.00%
windows.policies.live.net,0,0.00%,3,3,0.00%
licensing.mp.microsoft.com,0,0.00%,7,7,0.00%
zhidao.baidu.com,0,0.00%,16,16,0.00%
h5.qzone.qq.com,0,0.00%,56,56,0.00%
weboffice.wpsdns.com,0,0.00%,2,2,0.00%
vasapi.wpsdns.com,0,0.00%,2,2,0.00%
proxy.client.163.com,0,0.00%,8,8,0.00%
crl.verisign.com,0,0.00%,11,11,0.00%
geoip.elastic.co,0,0.00%,2,2,0.00%
lbs.mail.163.com,0,0.00%,2,2,0.00%
time.windows.com,0,0.00%,11,11,0.00%
smartscreen-prod.microsoft.com,0,0.00%,56,56,0.00%
api.msn.com,0,0.00%,23,23,0.00%
array811.prod.do.dsp.mp.microsoft.com,0,0.00%,12,12,0.00%
update.huorong.cn,0,0.00%,9,9,0.00%
dns.google,0,0.00%,65,65,0.00%
api.zotero.org,0,0.00%,5,5,0.00%
bugreport.huorong.cn,0,0.00%,8,8,0.00%
www.google-analytics.com,0,0.00%,1,1,0.00%
gstatic.loli.net,0,0.00%,1,1,0.00%
time.nist.gov,0,0.00%,3,3,0.00%
high-frequency-gray.zhhainiao.com,0,0.00%,22,22,0.00%
edge-http.microsoft.com,0,0.00%,2,2,0.00%
authds.todesk.com,0,0.00%,6,6,0.00%
st.todesk.com,0,0.00%,21,21,0.00%
map.baidu.com,0,0.00%,6,6,0.00%
wechat.todesk.com,0,0.00%,5,5,0.00%
www.ximalaya.com,0,0.00%,2,2,0.00%
login.live.com,0,0.00%,32,32,0.00%
rubyfish.cn,0,0.00%,4,4,0.00%
8ehcb38y1u-dsn.algolia.net,0,0.00%,2,2,0.00%
fm.dl.126.net,0,0.00%,2,2,0.00%
crl.comodoca.com,0,0.00%,17,17,0.00%
cn-zjcm2.testfaj.top,0,0.00%,4,4,0.00%
im.dingtalk.com,0,0.00%,6,6,0.00%
rs1.qq.com,0,0.00%,25,25,0.00%
ts1.qq.com,0,0.00%,26,26,0.00%
rs2.qq.com,0,0.00%,30,30,0.00%
ts2.qq.com,0,0.00%,28,28,0.00%
dl-ovh01.amna.shop,0,0.00%,10,10,0.00%
doh.pub,0,0.00%,12,12,0.00%
az700632.vo.msecnd.net,0,0.00%,4,4,0.00%
boards.eu.greenhouse.io,0,0.00%,1,1,0.00%
edge.microsoft.com,0,0.00%,94,94,0.00%
sum.comment.service.kugou.com,0,0.00%,5,5,0.00%
kmrcdn.service.kugou.com,0,0.00%,2,2,0.00%
pc.service.kugou.com,0,0.00%,3,3,0.00%
entitlement-public-service-prod08.ol.epicgames.com,0,0.00%,2,2,0.00%
boards.cdn.greenhouse.io,0,0.00%,2,2,0.00%
s101-recruiting.cdn.greenhouse.io,0,0.00%,1,1,0.00%
www.bing.com,0,0.00%,45,45,0.00%
cn.bing.com,0,0.00%,22,22,0.00%
content.googleapis.com,0,0.00%,2,2,0.00%
www.telecommandsvc.microsoft.com,0,0.00%,2,2,0.00%
crl.sectigo.com,0,0.00%,4,4,0.00%
crl.usertrust.com,0,0.00%,8,8,0.00%
sv.symcb.com,0,0.00%,2,2,0.00%
ocsp.entrust.net,0,0.00%,18,18,0.00%
imap.qq.com,0,0.00%,19,19,0.00%
p3p.sogou.com,0,0.00%,38,38,0.00%
pc-plugin-plg.wpscdn.cn,0,0.00%,17,17,0.00%
hotlist.imtt.qq.com,0,0.00%,2,2,0.00%
qingcenter.wps.cn,0,0.00%,24,24,0.00%
account-public-service-prod03.ol.epicgames.com,0,0.00%,2,2,0.00%
i.163.com,0,0.00%,4,4,0.00%
catalog.gamepass.com,0,0.00%,4,4,0.00%
s.f.360.cn,0,0.00%,202,202,0.00%
stock.adobe.io,0,0.00%,4,4,0.00%
open.weixin.qq.com,0,0.00%,3,3,0.00%
res.wx.qq.com,0,0.00%,13,13,0.00%
tim.qq.com,0,0.00%,1,1,0.00%
switch.pcfg.cache.wpscdn.cn,0,0.00%,25,25,0.00%
shuc-pc-hunt.ksord.com,0,0.00%,33,33,0.00%
1min.pcfg.cache.wpscdn.cn,0,0.00%,5,5,0.00%
mmbiz.qpic.cn,0,0.00%,35,35,0.00%
t-safe.2345.com,0,0.00%,2,2,0.00%
wbapp.uve.weibo.com,0,0.00%,2,2,0.00%
gateway.im.weibo.cn,0,0.00%,1,1,0.00%
dp.im.weibo.cn,0,0.00%,1,1,0.00%
aps.amap.com,0,0.00%,14,14,0.00%
conn4.coloros.com,0,0.00%,3,3,0.00%
apd-pcdnwxlogin.teg.tencent-cloud.net,0,0.00%,14,14,0.00%
data.bilivideo.com,0,0.00%,2,2,0.00%
apd-pcdnwxstat.teg.tencent-cloud.net,0,0.00%,9,9,0.00%
conn3.coloros.com,0,0.00%,2,2,0.00%
android.bugly.qq.com,0,0.00%,8,8,0.00%
adashx.ut.dingtalk.com,0,0.00%,9,9,0.00%
ns01.freenom.com,0,0.00%,1,1,0.00%
am.abc.wdpdk.link,0,0.00%,2,2,0.00%
p.qlogo.cn,0,0.00%,3,3,0.00%
bkvv.video.qq.com,0,0.00%,3,3,0.00%
info.zb.qq.com,0,0.00%,1,1,0.00%
bk.info.zb.qq.com,0,0.00%,1,1,0.00%
rq.upgrade.cloud.duba.net,0,0.00%,11,11,0.00%
wx.mail.qq.com,0,0.00%,5,5,0.00%
sdk.e.qq.com,0,0.00%,3,3,0.00%
sdkapp.uve.weibo.com,0,0.00%,1,1,0.00%
wx4.sinaimg.cn,0,0.00%,1,1,0.00%
az764295.vo.msecnd.net,0,0.00%,11,11,0.00%
fedoraproject.org,0,0.00%,6,6,0.00%
myip.opendns.com,0,0.00%,1,1,0.00%
f.video.weibocdn.com,0,0.00%,3,3,0.00%
array606.prod.do.dsp.mp.microsoft.com,0,0.00%,1,1,0.00%
oth.eve.mdt.qq.com,0,0.00%,26,26,0.00%
f5-ck.zhhainiao.com,0,0.00%,13,13,0.00%
v20.events.data.microsoft.com,0,0.00%,17,17,0.00%
ecs.office.com,0,0.00%,24,24,0.00%
ipv4only.arpa,0,0.00%,11,11,0.00%
mpv6.weixin.qq.com,0,0.00%,1,1,0.00%
badjs.weixinbridge.com,0,0.00%,10,10,0.00%
arc.msn.com,0,0.00%,31,31,0.00%
ris.api.iris.microsoft.com,0,0.00%,21,21,0.00%
m8.music.126.net,0,0.00%,1,1,0.00%
crl4.digicert.com,0,0.00%,5,5,0.00%
ocsp.dcocsp.cn,0,0.00%,2,2,0.00%
123.sogou.com,0,0.00%,8,8,0.00%
docerad.wps.cn,0,0.00%,1,1,0.00%
account.wps.cn,0,0.00%,3,3,0.00%
doc.wps.cn,0,0.00%,1,1,0.00%
docs.wps.cn,0,0.00%,1,1,0.00%
docer.wps.cn,0,0.00%,4,4,0.00%
drive.wps.cn,0,0.00%,10,10,0.00%
home.wps.cn,0,0.00%,4,4,0.00%
qing.wps.cn,0,0.00%,32,32,0.00%
pan.wps.cn,0,0.00%,1,1,0.00%
wdl1.cache.wps.cn,0,0.00%,9,9,0.00%
vip.wps.cn,0,0.00%,6,6,0.00%
vasapi.wps.cn,0,0.00%,3,3,0.00%
roaming.wps.cn,0,0.00%,4,4,0.00%
wdl1.file.cache.docer.com,0,0.00%,5,5,0.00%
vipapi.wps.cn,0,0.00%,17,17,0.00%
app.wpscdn.cn,0,0.00%,2,2,0.00%
zw-roaming.wps.cn,0,0.00%,4,4,0.00%
dyn.wps.cn,0,0.00%,3,3,0.00%
tracker.wps.cn,0,0.00%,1,1,0.00%
ip.sb,0,0.00%,2,2,0.00%
dr.cs3.duba.net,0,0.00%,11,11,0.00%
api.geetest.com,0,0.00%,3,3,0.00%
api.weibo.cn,0,0.00%,1,1,0.00%
api.atlassian.com,0,0.00%,2,2,0.00%
bam.nr-data.net.cdn.cloudflare.net,0,0.00%,1,1,0.00%
resolver.msg.xiaomi.net,0,0.00%,2,2,0.00%
dw-online.ksosoft.com,0,0.00%,2,2,0.00%
contile.services.mozilla.com,0,0.00%,51,51,0.00%
tracker.foreverpirates.co,0,0.00%,4,4,0.00%
tracker.lilithraws.cf,0,0.00%,1,1,0.00%
array609.prod.do.dsp.mp.microsoft.com,0,0.00%,5,5,0.00%
outlookmobile-office365-tas.msedge.net,0,0.00%,1,1,0.00%
tva4.sinaimg.cn,0,0.00%,2,2,0.00%
v2.get.sogou.com,0,0.00%,9,9,0.00%
